flight,dep_time,dep_delay
464,558,-2
563,559,-1
1175,559,-1
345,602,2
1919,603,-7
3525,606,-9
1103,606,-4
2609,607,-3
1989,608,-7
4471,609,-6
1899,610,-5
5503,611,-8
4241,614,-6
3351,616,-4
423,616,-4
6177,616,-4
4150,617,-5
2180,617,-8
279,621,21
1099,622,-8
575,623,-7
4137,623,23
929,623,-9
4424,624,-6
2052,625,-5
16,625,0
303,625,-5
905,625,-5
525,625,-10
1686,626,-4
4535,626,-9
1668,627,-3
495,627,-3
2085,627,-3
601,627,16
3550,628,-2
797,629,-1
1205,629,0
1144,634,-3
4522,636,-5
3496,636,-9
4166,637,-3
675,637,-8
1743,639,-1
587,643,-5
318,643,-7
343,646,-9
4334,647,17
3599,648,-7
3676,649,-10
1439,650,-2
399,650,-10
4422,650,10
2702,651,-10
2136,652,-8
23,652,-8
331,654,-6
482,654,-6
2169,654,-6
1879,654,-6
3769,654,-5
404,655,0
1547,655,-5
3,655,-5
1183,656,-4
430,656,-4
464,658,-1
120,658,-2
1622,659,9
821,659,-1
3845,700,0
1107,700,-5
1415,702,-2
2285,703,-2
305,703,-7
1263,703,8
315,706,11
1265,707,2
2003,709,-1
2493,709,-1
1345,710,0
425,712,-8
3829,719,19
421,720,-3
183,720,-10
1548,721,-4
329,721,-4
461,721,-8
1454,722,52
424,722,-3
1381,723,-7
885,723,-13
3547,724,-1
1289,725,0
15,726,6
1289,726,-4
831,727,-3
11,728,-2
2279,728,-7
4155,729,19
183,730,-5
4122,733,34
1808,736,-4
3821,737,0
3759,738,-2
1717,738,-7
1455,740,-2
807,740,-5
163,741,-5
3052,745,-5
1216,745,-2
3370,747,-8
3363,748,-7
1733,748,-8
450,749,-5
59,749,-6
4246,751,2
245,752,-5
2171,752,-8
4866,752,-8
1111,752,-7
677,752,27
3507,753,-7
2138,754,-6
143,754,-1
3353,754,-6
307,754,-5
1307,754,0
544,755,-5
1959,755,-5
2047,755,-4
4364,755,-10
33,755,-5
1273,755,0
2431,756,-4
3611,756,-3
1177,757,-3
1271,757,-8
5242,757,-8
3538,757,-3
1511,758,-2
2395,759,-6
1109,759,-6
2457,800,-5
5463,800,-10
3272,801,-9
327,804,-6
1154,804,-4
857,805,-5
281,805,-10
1783,806,-5
1167,807,-3
3827,807,8
561,809,9
914,809,-6
3489,810,5
1429,811,-4
3528,812,7
409,815,-5
1357,815,-5
2913,817,7
294,820,-5
1157,820,-10
4111,820,40
3868,820,-10
3478,821,-8
346,821,11
2267,822,-7
2119,823,-7
84,823,-2
5195,824,-6
443,825,-5
3579,825,-5
3355,826,-9
4691,826,4
4388,827,-2
211,828,-7
4638,829,-11
4537,830,4
509,830,0
1583,832,-2
5813,832,-8
397,833,8
4625,834,-3
3531,835,-5
4711,835,-5
1401,836,-4
2280,836,0
2071,837,-8
4419,837,-3
401,838,-5
4252,838,-2
5475,838,-2
1831,839,14
3419,840,-5
4393,840,130
795,840,-5
5288,841,-4
3810,842,-8
3407,843,-7
1626,843,-2
1025,843,1
2445,845,-5
15,845,-3
434,847,-5
1643,848,0
301,850,-5
189,850,-10
208,851,-9
207,852,-3
2140,853,-7
2173,854,-6
269,855,-5
502,855,-5
1581,856,-4
235,856,-4
5286,857,7
1121,857,-2
586,857,-3
1747,858,-2
27,858,-2
422,859,-1
3492,859,27
1701,859,-1
1030,900,0
1711,901,-1
653,901,-7
874,903,-7
181,905,0
3841,905,20
313,905,-5
1634,907,-3
5220,908,13
1885,909,-6
1499,909,-6
161,912,-3
5211,912,-3
1,914,4
73,915,-9
997,915,18
199,915,-15
5109,917,2
4065,920,-5
497,921,-5
223,921,0
3565,923,-6
1223,923,-6
271,925,-5
219,926,57
4380,927,-3
4880,927,-3
456,929,0
4087,929,0
116,929,-7
746,930,-5
3521,931,61
3814,932,-3
407,933,13
317,933,-7
124,936,6
251,944,-1
1160,944,-6
403,945,15
4060,946,-4
781,947,-4
673,949,-11
5711,949,-10
5,949,-4
5736,950,-10
2175,951,-9
589,952,-8
2142,952,-8
3573,952,-8
357,953,-7
1030,953,-6
523,954,-5
1847,954,-6
483,954,5
1224,1000,0
5222,1000,45
411,1000,0
1711,1001,-4
5208,1003,-7
3644,1006,-4
3675,1007,-3
893,1009,-6
604,1012,-3
4297,1013,-5
3611,1018,-7
2319,1018,13
1529,1019,-6
3317,1019,124
1131,1019,-6
1,1019,-2
1120,1020,16
1745,1021,-4
325,1023,-6
187,1024,-6
4412,1024,-2
6049,1024,-5
179,1024,-6
2343,1026,-4
4632,1026,-5
4495,1026,-9
679,1028,-2
518,1028,3
4255,1029,25
19,1029,-1
23,1033,-2
2602,1039,-1
925,1040,10
1259,1041,12
3689,1044,-6
954,1044,-1
3281,1051,-8
2177,1052,-8
1647,1052,-8
5174,1052,-8
4672,1053,-6
798,1054,-6
2098,1055,-5
1275,1055,0
2144,1056,-4
2452,1057,-3
1479,1058,-2
1341,1058,-2
3230,1100,-5
695,1100,-5
3828,1100,7
817,1103,34
3466,1107,-8
1875,1107,-3
3493,1107,-3
5273,1109,-6
4679,1114,-5
327,1117,-8
1010,1119,4
703,1120,-5
1139,1122,-7
4445,1123,-7
5373,1125,-5
2219,1127,-8
3302,1127,-3
707,1129,-1
1358,1139,-6
1519,1140,-4
453,1142,37
264,1147,-8
3807,1148,-6
3572,1150,-9
1174,1150,5
1212,1151,-4
1115,1151,11
2179,1151,-9
998,1152,-8
316,1152,-8
1711,1153,-7
488,1155,-1
423,1155,-5
323,1155,4
3404,1156,-9
2069,1156,-4
2146,1156,-4
4567,1156,-7
2380,1156,-4
2451,1157,-3
1623,1157,12
667,1158,-2
1256,1158,-1
3,1159,-1
766,1200,0
1947,1200,0
3461,1201,-9
3508,1201,-4
1685,1203,-2
1110,1205,82
3330,1205,5
5675,1207,0
1599,1207,57
1129,1208,10
3670,1209,-6
5301,1210,0
3616,1211,-9
1143,1212,-3
3361,1216,-4
1496,1216,-3
3386,1218,19
127,1220,-10
482,1223,13
329,1226,-4
1386,1228,-1
4335,1231,-8
3848,1235,6
1131,1238,-10
3616,1239,-6
300,1241,1
1318,1241,-4
3388,1243,-17
1375,1243,-13
1651,1248,3
3211,1248,-2
137,1248,8
178,1248,-2
5207,1249,-10
3291,1249,9
383,1249,8
1843,1250,-9
2181,1251,-9
5378,1251,-9
1145,1252,-8
1697,1252,7
1444,1254,5
2148,1254,-6
432,1254,-6
4640,1255,29
165,1258,-2
781,1258,-1
1798,1259,-1
1641,1300,-4
1734,1300,0
681,1300,0
5283,1305,-5
3937,1306,6
5395,1306,-9
3795,1307,-8
4187,1308,166
2885,1309,79
348,1309,-1
456,1313,-2
15,1314,4
802,1315,0
436,1316,-4
6054,1319,22
3340,1320,-9
1280,1320,21
352,1320,51
3267,1321,-6
3822,1323,12
2402,1323,-2
1639,1325,10
505,1325,-5
331,1326,-3
2043,1327,-3
308,1328,3
1158,1329,29
431,1329,-1
4687,1337,-3
117,1338,-7
1779,1339,-1
4395,1339,-7
1122,1341,12
643,1342,-1
1802,1343,-2
5181,1344,-6
3493,1345,-10
5178,1347,-3
3305,1348,3
411,1348,48
2183,1352,-8
213,1352,-7
927,1352,-8
246,1353,-2
2247,1353,-7
2150,1355,-5
1233,1356,-3
1151,1357,-2
1,1359,29
2449,1401,16
1663,1403,8
1073,1403,18
1373,1408,-2
686,1409,14
1170,1409,-6
349,1410,0
1054,1412,47
534,1413,-4
1945,1413,-2
673,1413,-2
1401,1414,45
4171,1416,-9
1232,1418,3
3511,1419,-11
3669,1421,-4
263,1421,-8
5370,1423,-7
1493,1424,-1
286,1426,-10
477,1426,-4
460,1431,-4
6101,1432,-4
561,1432,13
3567,1433,38
118,1434,34
581,1435,-3
1296,1436,6
3318,1437,-8
575,1438,-2
1231,1439,-1
3983,1440,-5
301,1440,11
1819,1443,8
1995,1444,-6
3588,1445,-5
325,1445,-1
6181,1446,6
4090,1446,-1
1171,1447,2
5712,1448,34
1164,1449,-6
3231,1451,-4
3359,1451,-4
4596,1451,6
2297,1452,-7
4315,1452,0
2815,1452,-3
3070,1452,-3
2285,1452,-8
4144,1454,-2
2152,1455,-5
2185,1455,-5
4978,1455,-5
395,1456,6
685,1456,-4
1107,1457,3
500,1457,-2
491,1458,3
2347,1458,-1
3326,1458,3
161,1459,-1
3391,1500,-5
1618,1500,0
652,1500,4
721,1500,0
3393,1500,16
3846,1501,5
703,1501,6
745,1503,-6
95,1503,-7
145,1506,1
5677,1507,37
705,1509,-1
320,1509,-6
3532,1510,-10
3202,1511,1
4181,1512,-3
341,1514,-6
4572,1515,10
775,1516,16
1155,1517,12
4662,1520,30
257,1521,-9
4576,1521,-4
573,1522,-7
85,1523,-7
1744,1525,33
1554,1526,5
417,1528,-2
1942,1528,-2
1638,1529,0
1775,1529,-6
404,1530,9
337,1534,74
83,1535,5
256,1536,-9
4377,1538,31
322,1541,6
1767,1542,-3
31,1543,-5
689,1544,-1
843,1544,-1
370,1546,1
292,1550,20
134,1550,-5
305,1550,-10
141,1552,-3
3540,1552,-8
3347,1552,-8
3416,1553,3
1705,1553,-2
3075,1553,-2
1117,1553,-7
3199,1555,0
3459,1555,6
5091,1556,1
2280,1557,-3
415,1601,1
1246,1602,33
847,1602,2
2459,1602,2
1593,1603,4
375,1603,4
2793,1604,4
1156,1605,5
3825,1608,20
4326,1608,53
3523,1610,10
3504,1611,-4
1729,1611,36
3357,1612,-3
753,1613,2
2443,1617,-3
1410,1617,-3
2231,1620,-5
1105,1621,22
1619,1622,7
3837,1623,0
2154,1625,25
1695,1626,-3
1463,1627,7
1394,1628,-1
4175,1628,-10
5237,1628,43
2949,1629,-6
1373,1631,6
2302,1633,3
172,1634,14
181,1635,5
4702,1636,4
884,1640,-5
3327,1640,20
27,1641,11
1161,1641,12
89,1643,-7
283,1644,31
2187,1646,46
3663,1647,97
1284,1647,-1
2223,1647,-8
423,1647,12
211,1648,-12
918,1649,-1
3216,1650,5
4294,1651,2
1171,1651,-9
1734,1651,-9
706,1653,-6
343,1653,48
2988,1656,1
1499,1656,-4
1585,1656,-4
45,1656,-4
525,1657,-7
1048,1657,-3
3411,1659,4
2189,1700,0
65,1700,45
167,1700,1
3771,1701,26
512,1702,2
3748,1703,63
225,1703,9
3365,1704,-6
708,1705,6
413,1705,10
345,1705,-10
1064,1707,-3
894,1707,-3
431,1711,-1
4580,1711,102
3448,1713,23
2042,1714,29
1119,1714,6
4201,1715,19
415,1716,-5
2471,1717,-3
4352,1718,66
3556,1719,-1
837,1719,-10
1109,1720,-5
291,1722,2
687,1723,-7
1185,1726,-4
1078,1727,-2
2156,1727,27
4502,1727,119
169,1728,3
5298,1729,-1
2351,1729,-6
193,1730,1
359,1730,0
5259,1732,50
1407,1733,-7
3580,1736,111
199,1737,37
133,1738,128
418,1740,6
209,1740,0
135,1741,1
3713,1746,-9
1185,1749,-6
3301,1752,-3
2158,1752,-8
299,1752,-7
535,1753,-6
2191,1753,-7
61,1754,-5
4411,1755,38
4202,1755,39
2139,1756,-4
1635,1758,35
67,1758,18
237,1759,-4
1611,1800,-15
3526,1801,-9
1013,1803,-7
604,1805,45
2580,1807,61
2331,1808,-7
1139,1809,4
4245,1809,-11
318,1811,11
3843,1811,31
19,1812,42
208,1813,-2
83,1815,-5
2488,1815,60
353,1816,11
3542,1817,-3
327,1817,47
2067,1818,63
3325,1819,-15
426,1820,5
4382,1821,-9
3513,1822,7
340,1823,3
669,1823,-7
3044,1824,-5
1053,1824,-5
442,1824,-6
1854,1824,-1
626,1824,46
389,1826,-4
1022,1826,-4
1751,1826,-3
2002,1826,-4
425,1827,-3
183,1828,-2
2391,1829,-6
2202,1831,-6
3310,1832,56
330,1833,30
5,1833,-2
201,1834,4
3134,1835,6
926,1837,33
4410,1837,52
258,1842,39
5287,1844,29
119,1845,-5
263,1845,-4
29,1847,-3
3320,1847,2
501,1849,-10
2160,1850,-10
87,1851,-4
1715,1853,-7
1576,1854,19
245,1855,-5
1691,1855,-10
1113,1856,41
4113,1857,107
3591,1858,-2
471,1858,-3
2193,1858,-2
2698,1858,28
947,1858,-2
1526,1859,-2
435,1859,-1
2039,1900,5
2454,1900,-5
177,1900,15
359,1902,7
1473,1903,-2
3433,1905,-10
711,1905,7
5268,1914,44
5678,1914,106
1193,1918,8
71,1918,-2
2307,1920,-5
5909,1920,9
3674,1921,31
1435,1921,-4
4430,1921,100
5769,1922,-8
3304,1922,-3
543,1923,28
2159,1924,14
3445,1925,26
235,1925,-5
161,1925,-7
3486,1926,56
2370,1927,-2
225,1928,-2
3349,1929,-1
4152,1929,-5
645,1929,30
2437,1930,-5
1416,1931,1
1271,1931,1
4370,1932,-2
545,1933,28
5714,1934,-6
5306,1938,-7
803,1940,10
1485,1942,7
3470,1943,8
3662,1946,-4
3854,1947,48
795,1949,19
1729,1950,40
3843,1951,6
4127,1954,-6
2195,1955,-5
65,1955,-5
1201,1956,-7
4543,1957,-10
475,1958,-2
415,2000,0
418,2000,-10
3885,2002,-16
883,2004,3
3374,2007,27
363,2008,28
3573,2009,19
1049,2010,1
915,2016,-3
1464,2017,-5
153,2017,-1
2314,2021,-4
4361,2022,50
4191,2022,75
354,2022,-8
1429,2023,49
1039,2029,0
5038,2029,34
1680,2031,3
523,2038,-2
1295,2041,-4
2065,2042,17
985,2044,-6
5209,2045,15
2197,2051,-9
4224,2052,82
499,2052,-8
3384,2053,-7
287,2053,18
4312,2054,38
5274,2054,129
371,2055,10
3535,2056,41
3317,2057,-3
347,2057,-2
427,2057,-3
775,2059,-1
4204,2100,57
3395,2100,25
4033,2101,21
4131,2103,143
3330,2103,123
382,2107,37
2164,2113,13
1677,2113,7
4333,2116,57
1205,2121,42
4885,2125,15
1218,2125,9
3621,2133,-7
3833,2137,8
185,2138,-2
702,2138,-1
5048,2139,42
527,2139,10
1371,2141,11
97,2142,12
2680,2145,39
1183,2146,-4
3660,2151,11
5811,2151,41
1066,2154,55
3842,2155,-4
3525,2156,-3
5311,2202,3
4682,2204,40
3603,2216,66
5901,2225,26
486,2235,-10
21,2236,206
108,2238,-7
234,2240,-5
2002,2240,-10
2520,2242,132
1816,2245,-5
718,2249,-6
5815,2333,154
1503,2352,-7
839,2355,-4
745,2357,-2
3622,NA,NA
3604,NA,NA
2162,NA,NA
4695,NA,NA
971,NA,NA
745,5,6
1816,35,105
1895,455,-5
1714,539,-6
2243,542,-3
303,549,-11
2167,550,-10
2134,554,-6
563,554,-6
731,554,-6
605,555,-5
583,555,-5
1403,555,-5
407,556,-4
279,558,-2
1909,558,-2
1175,558,-2
464,558,-2
301,559,-1
5716,600,0
1198,600,0
371,601,1
1919,601,-9
345,602,2
4533,603,3
1103,604,-6
3525,606,-9
1899,606,-9
2609,606,-4
601,607,-4
4471,608,-7
1989,609,-6
3351,613,-7
5503,615,-4
2180,618,-7
4241,619,-1
4150,620,-2
423,620,0
4393,623,-7
4424,623,-7
5068,623,23
534,623,-7
797,624,-6
1205,624,-5
3550,625,-5
575,625,-5
303,626,-4
1099,626,-4
4334,627,-3
2085,628,-2
1454,628,-2
905,628,-2
929,628,-4
525,628,-7
495,630,0
1463,633,-2
4522,636,-5
1144,636,-1
675,636,-9
1743,637,-3
1668,638,8
4535,639,4
4166,640,0
2052,640,10
3496,643,-2
1622,644,-6
3599,646,-9
318,646,-4
511,648,0
4422,651,11
5747,651,51
1439,651,-1
3829,652,-8
3676,652,-7
430,652,-8
343,653,-2
2136,653,-7
2169,653,-7
2702,653,-8
1879,653,-7
331,654,-6
23,654,-6
4122,655,-4
3769,655,-4
3,655,-5
315,655,0
537,656,-3
821,656,-4
2285,657,-8
404,657,2
482,658,-2
1547,658,-2
399,658,-2
1265,659,-6
1415,700,-4
305,701,-9
1263,701,6
1107,703,-2
4155,705,-5
1299,706,6
2003,706,-4
1345,708,-2
2493,712,2
3547,713,-12
15,714,-6
831,718,-12
183,718,-12
261,719,-1
120,719,19
421,720,-3
677,720,-5
1381,721,-9
1548,722,-3
322,726,1
183,726,-9
11,726,-4
424,727,2
461,728,-1
1289,730,0
2279,731,-4
3821,733,-4
4111,733,-7
885,733,-3
4137,734,94
3759,736,-4
807,739,-6
1808,739,-1
1717,740,-5
1216,744,-3
3052,745,-5
4246,746,-3
3370,747,-8
431,748,-6
3611,749,-10
163,749,3
59,750,-5
307,750,-9
1273,751,-4
3507,752,-8
909,752,-3
1733,753,-3
2138,753,-7
1959,753,-7
561,755,-5
3353,755,-5
1111,755,-4
4364,756,-9
2047,756,-3
4866,757,-8
33,757,-3
1511,757,-3
544,758,-2
2431,758,-2
2171,759,-1
2457,759,-6
6177,800,110
245,800,3
3528,800,-5
3538,801,1
1109,801,-4
1271,802,-3
3272,803,-7
1177,803,3
1167,803,-7
1154,805,-3
3489,805,0
346,807,-3
3317,807,-8
281,807,-8
1783,808,-3
857,810,0
1429,810,-5
914,813,-2
3363,814,19
4691,815,-7
409,815,-5
1831,820,-5
509,822,-8
84,822,-3
1357,822,2
219,822,-7
3478,823,-6
397,823,-2
5195,824,-6
478,824,-1
2267,824,-5
1157,824,-6
3845,824,84
3868,825,-5
1480,826,-4
479,826,-4
1944,826,-4
2119,826,-4
327,827,17
443,827,-3
3579,827,-3
3521,827,-3
3355,828,-7
3492,829,-3
4388,834,5
1025,837,-5
795,837,-8
2395,837,32
4711,838,-2
994,840,-3
2071,840,-3
5813,841,1
3531,841,1
1401,841,1
1626,841,-4
447,842,7
15,844,-4
2445,844,-6
3810,845,-5
1307,845,51
1643,846,-2
2280,846,10
4252,849,9
5220,849,-6
207,849,-6
3827,850,51
3407,850,0
301,850,-5
434,852,0
997,853,-4
208,853,-7
27,853,-7
1747,853,-7
4537,854,25
1121,854,-5
586,854,-6
502,854,-6
235,855,-5
2140,855,-5
269,855,-5
161,855,-10
422,856,-4
4419,858,18
2173,859,-1
1581,859,-1
189,859,-1
1030,900,0
1701,900,0
653,901,-7
181,901,-4
4249,904,27
5286,904,14
3841,904,19
874,904,-6
5242,906,61
313,907,-3
1634,908,-2
5463,909,59
1727,910,10
5211,912,-3
407,912,-3
1499,913,-2
223,913,-8
1885,914,-1
5109,915,0
497,916,-5
4065,920,-5
199,920,-10
4087,923,-6
1,925,15
1223,927,-2
4638,928,48
271,928,-2
3565,929,0
746,930,0
403,932,2
4380,934,5
1711,936,34
5475,941,61
317,941,1
4714,943,-4
483,943,-6
1160,945,-5
251,945,0
4880,948,18
2175,950,-10
5,950,-3
51,951,-9
2142,951,-9
456,952,23
1030,953,-6
673,955,-5
411,955,-5
4255,956,-7
698,957,-3
2319,957,-8
1847,958,-2
276,1000,1
1583,1000,-4
1735,1002,2
5711,1004,5
406,1004,13
5736,1006,6
4060,1009,19
3675,1010,0
3611,1011,-4
893,1014,-1
124,1014,44
518,1019,-6
1,1019,-2
1529,1019,-6
3644,1020,10
187,1020,-10
357,1021,21
6181,1022,-8
1711,1022,17
1131,1022,-3
4412,1023,-3
642,1023,-2
488,1025,-4
19,1025,-5
3573,1026,26
179,1026,-4
2343,1026,-4
4495,1030,-5
1025,1030,5
4632,1031,0
23,1031,1
1745,1036,13
679,1038,8
925,1040,11
1110,1042,-1
954,1044,-1
116,1046,70
325,1048,19
983,1050,-3
3828,1052,-1
1275,1053,-2
5174,1055,-5
1647,1056,-4
2098,1058,-2
1341,1058,-2
3230,1059,-6
798,1059,-1
1479,1059,-1
695,1059,-6
2452,1100,0
2144,1105,5
4679,1114,-5
1732,1119,4
1875,1120,10
4628,1121,21
398,1122,-3
707,1122,-8
3302,1125,-5
2177,1126,26
4445,1127,-3
2219,1131,-4
3689,1134,44
1618,1134,-6
971,1137,38
5309,1138,33
1519,1139,-5
1623,1139,-6
1358,1140,-5
1174,1141,-4
5208,1142,92
1139,1144,15
3466,1145,30
323,1145,-6
3386,1153,-6
2069,1154,-6
1947,1154,-6
4567,1155,-8
766,1155,-5
1212,1155,0
423,1156,-4
1711,1157,-3
4187,1159,97
667,1159,-1
2451,1159,-1
1685,1200,-5
566,1201,5
1599,1201,51
3,1203,3
327,1204,39
3281,1205,66
482,1205,-5
2380,1207,7
1129,1207,9
2885,1207,19
998,1209,9
5675,1210,3
453,1210,65
3461,1213,3
1256,1213,14
3670,1214,-1
3493,1214,64
3330,1215,15
3572,1219,20
3616,1220,0
436,1223,0
127,1224,-6
329,1225,-5
264,1228,33
3361,1231,11
4335,1234,-5
3404,1236,31
383,1236,-5
300,1238,-2
1496,1241,22
1697,1242,-3
1143,1243,28
178,1244,-6
1318,1244,-1
1289,1245,0
1629,1245,-4
316,1246,46
3508,1249,44
3211,1249,-1
781,1251,-8
2148,1254,-6
1375,1254,-2
432,1254,-6
1798,1255,-5
3388,1256,-4
1158,1258,-2
1131,1258,10
411,1258,-2
3937,1258,-2
2602,1259,139
1145,1301,1
1280,1304,5
1641,1304,0
3822,1305,-6
3795,1306,-9
424,1306,-5
5288,1310,265
681,1310,10
802,1313,-2
456,1314,-1
6054,1318,21
1843,1321,22
4687,1324,-5
505,1325,12
1054,1327,2
2043,1327,-3
3340,1328,-1
2181,1332,32
331,1332,3
15,1335,25
1122,1335,10
1779,1335,-5
1802,1337,-6
137,1337,57
4640,1338,72
1073,1338,-7
5816,1340,35
1421,1340,10
3305,1341,-4
643,1343,0
3852,1346,54
1151,1346,-13
2449,1346,1
2402,1347,22
4100,1348,-7
3567,1350,-5
927,1350,-10
2183,1351,-9
1386,1351,82
4395,1352,6
3493,1352,-3
213,1354,-5
527,1355,0
2247,1355,-5
1663,1357,2
5207,1358,59
1481,1359,0
5299,1401,51
483,1402,42
348,1409,59
1734,1409,69
1270,1411,11
1170,1412,-3
4193,1416,17
246,1416,21
1401,1417,48
1945,1417,2
337,1420,0
308,1421,56
673,1423,8
1,1424,49
5712,1427,13
1373,1428,18
1232,1429,14
1819,1429,-6
1493,1430,5
286,1431,-5
1902,1432,-3
5395,1433,78
1639,1433,78
301,1433,4
6049,1436,-4
3983,1436,-9
575,1439,-1
477,1439,9
1231,1439,-1
325,1440,-6
581,1441,3
841,1442,-3
3318,1442,-3
3393,1443,-1
431,1444,74
1995,1445,-5
1296,1445,15
446,1447,-9
3359,1449,-6
554,1449,-3
1164,1450,-5
395,1451,1
1935,1451,-4
2347,1451,-8
3669,1453,28
226,1453,-2
4662,1454,4
2815,1454,-1
3231,1454,-1
2152,1454,-6
1107,1454,0
3846,1455,-1
2285,1455,-5
2297,1455,-4
703,1455,0
500,1455,-4
635,1456,-4
4133,1457,4
311,1457,-3
161,1458,-2
1155,1459,-6
349,1502,52
3663,1505,-5
2181,1505,0
1483,1506,-4
4326,1507,-3
3070,1508,13
745,1508,-1
460,1510,35
3326,1510,15
3532,1512,-8
561,1513,54
3588,1514,24
341,1516,-4
4171,1518,53
320,1518,3
3391,1519,14
2185,1520,20
1600,1520,-1
257,1524,-6
686,1524,89
591,1526,56
1638,1526,-3
85,1526,-4
83,1526,-4
1942,1526,-4
292,1527,-3
371,1528,38
1246,1528,-1
4576,1529,4
494,1534,-1
4377,1535,28
1982,1535,15
4949,1536,52
118,1537,97
1775,1541,6
256,1541,-4
843,1541,-4
3459,1543,-6
598,1545,24
31,1545,-3
3580,1545,0
3527,1548,79
145,1549,44
689,1549,4
1156,1552,-8
1705,1552,-3
2187,1553,-7
5091,1554,-1
2459,1554,-6
3199,1555,0
3347,1555,-5
141,1555,0
343,1556,-9
847,1557,-3
269,1559,-1
287,1559,-1
1593,1600,1
95,1600,50
4580,1603,34
3202,1604,54
491,1604,19
3540,1604,4
3357,1605,-10
1767,1605,21
305,1605,5
1619,1608,-7
3075,1609,14
1171,1609,84
3824,1611,-2
753,1612,1
2280,1613,13
375,1614,15
2443,1615,-5
3488,1616,26
4352,1617,5
1064,1617,-3
3523,1618,18
65,1618,3
172,1618,-2
3416,1619,29
485,1622,3
1394,1622,-7
2231,1622,-3
4502,1623,55
587,1623,126
3622,1624,-1
3327,1624,4
1373,1626,1
2793,1629,29
3357,1632,32
27,1632,2
1695,1633,4
3771,1634,-3
3216,1637,-8
629,1637,7
1284,1639,-3
2042,1640,-5
4572,1643,98
5199,1644,102
4978,1646,106
2302,1646,16
89,1646,-4
884,1647,2
3448,1649,-1
2223,1649,-6
708,1653,-6
4596,1654,129
479,1654,-6
167,1654,-5
706,1655,-4
1105,1656,57
2156,1657,-3
1665,1658,-2
4705,1659,-1
477,1659,-1
134,1700,65
211,1701,1
5293,1703,78
4113,1704,-6
1729,1704,89
1119,1705,-3
2949,1706,31
199,1706,6
215,1707,-2
509,1707,-8
45,1707,7
573,1707,98
721,1708,128
3365,1709,-1
246,1709,-3
4140,1714,148
685,1714,134
2189,1714,14
345,1715,0
894,1717,13
1206,1717,17
133,1718,108
415,1718,-3
5601,1719,54
181,1719,49
1109,1722,-3
1365,1722,40
3310,1723,-13
1635,1724,5
2471,1724,-5
434,1725,-5
4175,1726,48
3849,1726,-4
4195,1726,-3
418,1729,-5
1692,1731,2
2488,1732,17
3932,1733,33
578,1736,42
525,1737,33
1171,1737,37
1117,1737,97
2351,1739,4
3813,1741,65
1734,1742,42
359,1747,17
1585,1750,50
1629,1750,-5
516,1751,81
1161,1751,82
2158,1752,-8
2191,1754,-6
4294,1757,68
423,1757,82
135,1758,18
2139,1758,-2
1185,1759,29
691,1800,0
5298,1801,31
19,1803,33
535,1805,6
404,1806,46
1013,1806,-4
1410,1807,107
626,1808,30
1611,1809,-6
360,1810,7
918,1810,80
2331,1811,-4
687,1812,42
3843,1813,33
1139,1813,8
2019,1813,-2
3556,1814,54
1407,1814,34
426,1814,-1
2580,1815,69
1499,1815,75
1022,1816,1
83,1817,-3
4245,1818,-2
291,1818,58
209,1818,43
67,1820,40
3044,1822,-7
61,1822,23
1053,1823,-6
256,1824,69
3513,1825,10
299,1825,26
1113,1825,10
3325,1826,-8
201,1829,-1
2002,1829,-1
425,1830,0
183,1830,0
1576,1831,-4
4382,1832,50
4684,1832,127
669,1832,2
1854,1832,7
3542,1833,13
2391,1834,-1
1078,1835,66
604,1837,17
926,1839,35
4667,1840,59
2202,1842,5
119,1843,-7
177,1843,-2
359,1843,-12
3674,1850,0
2057,1850,21
2067,1851,96
693,1852,-8
87,1852,-3
3330,1854,-6
1715,1855,-5
435,1855,-5
2039,1856,1
1473,1857,-8
3320,1858,13
4131,1859,19
1128,1859,0
1528,1859,-1
245,1900,0
2454,1901,-4
3486,1902,32
4191,1903,-4
2193,1903,3
3854,1903,4
353,1904,59
415,1905,5
2159,1909,-1
2988,1910,135
2160,1912,12
29,1914,24
1729,1916,6
1165,1918,75
1751,1919,50
235,1920,-10
947,1920,20
1321,1920,81
837,1922,113
1185,1922,87
5287,1923,68
3349,1923,-7
1435,1923,-2
795,1923,-7
2370,1923,-6
193,1923,114
3591,1925,25
2307,1925,0
803,1926,-4
1115,1927,-3
4370,1928,-6
161,1928,-4
3445,1929,30
5909,1930,19
327,1930,45
71,1931,11
1526,1932,21
775,1933,90
2437,1933,-2
1485,1933,-2
5769,1934,4
3331,1934,4
5387,1935,95
543,1935,125
225,1935,5
4361,1936,1
3433,1936,36
3526,1939,89
1429,1939,5
363,1939,-1
490,1940,40
3301,1941,106
3304,1941,16
5306,1943,-2
3470,1943,8
3662,1944,-6
3843,1945,0
695,1946,-14
2131,1946,-10
1271,1947,17
21,1948,38
4224,1949,20
65,1950,-10
2195,1952,-8
1147,1953,-7
208,1954,19
1691,1954,49
237,1957,56
4127,1958,-2
1651,1959,-1
3604,2000,-5
2162,2002,2
263,2004,75
645,2006,67
418,2007,-3
4312,2008,-8
4333,2008,-11
1201,2009,6
5956,2011,-7
4106,2012,0
5383,2012,67
3535,2012,-3
2698,2012,102
5,2013,98
3885,2014,-4
1464,2015,-7
883,2016,15
4204,2018,15
915,2018,-1
2314,2019,-6
1071,2020,-5
771,2022,5
